rank_by_abs_component_1,matrix_index,action_key,node_type,name,synthetic,source,coproduct,is_original_recipe,component_1,absolute_share_1
25029,14836,__pr_graph_lp_or_to_or_and__: 78646:entity-operate: distilator --> recipe-category: distilator__2__0:noncoproduct-route,,,True,entity-operate: distilator --> recipe-category: distilator__2__0,False,False,3.0401744572421205e-36,2.5836514802596682e-36
25030,25295,item-launch: solar-panel-mk03,item-launch,solar-panel-mk03,False,,True,False,-3.0400293762192622e-36,2.5835281850985724e-36
25031,21485,item-deliver: lithium-carbonate,item-deliver,lithium-carbonate,False,,False,False,3.0395576280828505e-36,2.5831272762730784e-36
25032,13134,__pr_graph_lp_or_to_or_and__: 75548:item-deliver: bone-caged-dingrits --> item: bone-caged-dingrits:noncoproduct-route,,,True,item-deliver: bone-caged-dingrits --> item: bone-caged-dingrits,False,False,-3.038547916807925e-36,2.5822691866907906e-36
25033,13462,__pr_graph_lp_or_to_or_and__: 76168:item-deliver: zipir-codex-mk02 --> item: zipir-codex-mk02:noncoproduct-route,,,True,item-deliver: zipir-codex-mk02 --> item: zipir-codex-mk02,False,False,3.0378411167634394e-36,2.5816685221543092e-36
25034,13208,__pr_graph_lp_or_to_or_and__: 75690:item-deliver: in-vitro-meat --> item: in-vitro-meat:noncoproduct-route,,,True,item-deliver: in-vitro-meat --> item: in-vitro-meat,False,False,-3.0376356488995427e-36,2.581493908046412e-36
25035,21304,item-deliver: high-grade-ti,item-deliver,high-grade-ti,False,,False,False,3.0372501656419624e-36,2.5811663102709982e-36
25036,12881,__pr_graph_lp_or_to_or_and__: 75066:item-deliver: hmas --> item: hmas:noncoproduct-route,,,True,item-deliver: hmas --> item: hmas,False,False,3.0369233500853691e-36,2.5808885704542739e-36
25037,3124,__pr_graph_lp_or_cost_row__: item: silicon-wafer,,,True,node-cost:item: silicon-wafer,False,False,3.0365238875408819e-36,2.5805490925694065e-36
25038,586,__pr_graph_lp_or_cost_row__: entity: py-local-radar,,,True,node-cost:entity: py-local-radar,False,False,3.0364207330318771e-36,2.5804614280936883e-36
25039,14438,__pr_graph_lp_or_to_or_and__: 78000:item-deliver: condensates-canister --> item: condensates-canister:noncoproduct-route,,,True,item-deliver: condensates-canister --> item: condensates-canister,False,False,3.0363832409748912e-36,2.5804295659719938e-36
25040,17119,__pr_graph_lp_or_to_or_and__: 9345:item: neutron-absorber-mk02 --> entity-build-item: neutron-absorber-mk02,,,True,item: neutron-absorber-mk02 --> entity-build-item: neutron-absorber-mk02,False,False,-3.0357177024805546e-36,2.5798639670104058e-36
25041,9688,__pr_graph_lp_or_to_or_and__: 70088:entity-build: substation --> entity: substation:noncoproduct-route,,,True,entity-build: substation --> entity: substation,False,False,3.0349407333271266e-36,2.5792036701979685e-36
